kanji,components,component_ids,radical,stroke_count,onyomi,onyomi_all,kunyomi,meaning,pinyin,pinyin_initial,pinyin_final,pinyin_tone,nasal_coda,jlpt_level
遠,"[""土"", ""口"", ""袁""]","[844, 593, 4822]",道-首,13,エン,"[""エン"", ""オン""]",とお・い,,yuǎn,y,uan,3,n,N4
鉛,"[""金"", ""八"", ""口""]","[5534, 325, 593]",金,13,エン,"[""エン""]",なまり,灰白色で柔らかい金属,qiān,q,ian,1,n,N1
鴛,"[""夕"", ""鳥""]","[985, 6187]",鳥,16,エン,"[""エン"", ""オン""]",おしどり,水鳥の名,yuān,y,uan,1,n,N1+
塩,"[""土"", ""口"", ""皿""]","[844, 593, 3450]",土,13,エン,"[""エン""]",しお,,yán,y,an,2,n,N1+
於,"[""亠"", ""万"", ""方""]","[69, 3, 2104]",方,8,オ,"[""オ""]",お,関係を表す助詞,yú,y,u,2,none,N1+
汚,"[""二""]",[57],水,6,オ,"[""オ""]",けが・す、けが・れる、けが・らわしい、よご・す、きたな・い,不正な行いをする、不潔,wū,w,u,1,none,N1
甥,"[""土"", ""生"", ""田"", ""力"", ""男""]","[844, 3296, 3303, 457, 3307]",生,12,セイ,"[""セイ"", ""ショウ""]",おい,母の姉妹の男の子,shēng,sh,eng,1,ng,N1+
凹,"[""凵""]",[389],凵,5,オウ,"[""オウ""]",くぼ・む、へこ・む,,āo,,ao,1,none,N1
央,"[""大""]",[994],大,5,オウ,"[""オウ""]",,,yāng,y,ang,1,ng,N1+
奥,"[""米"", ""大""]","[3881, 994]",大,12,オク,"[""オク"", ""オウ""]",,一番深いところ,ào,,ao,4,none,N4
往,"[""彳"", ""王"", ""主""]","[1527, 3207, 27]",彳,8,オウ,"[""オウ""]",,行く,wǎng,w,ang,3,ng,N1+
応,"[""广"", ""心""]","[1420, 1563]",心,7,オウ,"[""オウ""]",こた・える,答える、承知する,yīng,y,ing,1,ng,N1+
押,"[""甲""]",[3305],手,8,オウ,"[""オウ""]",お・す,力を入れて向こうへやる,yā,y,a,1,none,N2
旺,"[""日"", ""王""]","[2122, 3207]",日,8,オウ,"[""オウ""]",,盛ん,wàng,w,ang,4,ng,N1+
横,"[""木"", ""田"", ""八"", ""黄""]","[2240, 3303, 325, 6291]",木,15,オウ,"[""オウ""]",よこ,左右、わくをはみ出る,héng,h,eng,2,ng,N1+
欧,"[""匚"", ""区"", ""人"", ""欠""]","[512, 523, 83, 2595]",欠,8,オウ,"[""オウ""]",,,ōu,,ou,1,none,N1
殴,"[""匚"", ""区"", ""几"", ""又"", ""殳""]","[512, 523, 380, 578, 2649]",殳,8,オウ,"[""オウ""]",なぐ・る,,ōu,,ou,1,none,N1
王,[],[],王,4,オウ,"[""オウ""]",きみ、おおきみ,君主,wáng,w,ang,2,ng,N3
翁,"[""八"", ""厶"", ""公"", ""羽""]","[325, 574, 326, 4151]",羽,10,オウ,"[""オウ""]",おきな,,wēng,w,eng,1,ng,N1
襖,"[""衣"", ""米"", ""大"", ""奥""]","[4812, 3881, 994, 1021]",衣,17,オウ,"[""オウ""]",ふすま,戸、短い着物,ǎo,,ao,3,none,N1+
鴬,"[""冖"", ""鳥""]","[349, 6187]",鳥,16,オウ,"[""オウ""]",うぐいす,小鳥の名,yīng,y,ing,1,ng,N1+
鴎,"[""匚"", ""区"", ""鳥""]","[512, 523, 6187]",鳥,15,オウ,"[""オウ""]",かもめ,鳥の名,ōu,,ou,1,none,N1+
黄,"[""八""]",[325],黄,11,コウ・オウ,"[""コウ・オウ""]",き,,huáng,h,uang,2,ng,N1+
岡,"[""冂"", ""山""]","[336, 1271]",山,8,コウ,"[""コウ""]",おか,丘、小山,gāng,g,ang,1,ng,N1+
沖,"[""中""]",[21],水,7,チュウ,"[""チュウ"", ""ジュウ""]",おき,岸から離れた海上、幼い,chōng,ch,ong,1,ng,N1
荻,"[""人"", ""火""]","[83, 3012]",艸,10,テキ,"[""テキ""]",おぎ,草の名,dí,d,i,2,none,N1+
億,"[""立"", ""日"", ""心"", ""意""]","[3738, 2122, 1563, 1692]",人,15,オク,"[""オク""]",,数の位、推し量る,yì,y,i,4,none,N1+
屋,"[""尸"", ""一"", ""厶"", ""土""]","[1241, 0, 574, 844]",尸,9,ヤ,"[""ヤ"", ""オク""]",,,wū,w,u,1,none,N1
憶,"[""立"", ""日"", ""心"", ""意""]","[3738, 2122, 1563, 1692]",心,16,オク,"[""オク""]",,,yì,y,i,4,none,N2
臆,"[""月"", ""立"", ""日"", ""心"", ""意""]","[2225, 3738, 2122, 1563, 1692]",月,17,オク,"[""オク""]",,胸、心、怖（お）じる,yì,y,i,4,none,N1+
桶,"[""木"", ""用""]","[2240, 3300]",木,11,トウ,"[""トウ""]",おけ,水を入れる容器,tǒng,t,ong,3,ng,N1+
牡,"[""土""]",[844],牛,7,ボウ,"[""ボウ"", ""ボ""]",おす,雄（おす）,mǔ,m,u,3,none,N1+
乙,[],[],乙,1,オツ,"[""オツ"", ""イツ""]",おと、きのと,十干の第二,yǐ,y,i,3,none,N1
俺,"[""大"", ""日"", ""奄""]","[994, 2122, 1006]",人,10,エン,"[""エン""]",おれ,自己の称,ǎn,,an,3,n,N1+
卸,"[""止"", ""卩""]","[2618, 547]",卩,9,シャ,"[""シャ""]",おろ・す,荷物を引き降ろす,xiè,x,ie,4,none,N1
恩,"[""口"", ""囗"", ""大"", ""心""]","[593, 816, 994, 1563]",心,10,オン,"[""オン""]",,恵み、哀れみ,ēn,,en,1,n,N3
温,"[""日"", ""皿""]","[2122, 3450]",水,12,オン,"[""オン""]",あたた・か、あたた・かい、あたた・まる、ぬく・い,,wēn,w,en,1,n,N1+
穏,"[""千"", ""木"", ""禾"", ""心""]","[528, 2240, 3649, 1563]",禾,16,オン,"[""オン""]",おだ・やか,安らか,wěn,w,en,3,n,N1
音,"[""立"", ""日""]","[3738, 2122]",音,9,イン,"[""イン"", ""オン""]",おと、ね,,yīn,y,in,1,n,N3
下,"[""一"", ""卜""]","[0, 543]",一,3,カ,"[""カ"", ""ゲ""]",した、さ・げる、くだ・る、もと,,xià,x,ia,4,none,N5
化,"[""匕""]",[508],匕,4,カ,"[""カ"", ""ケ""]",ば・ける,姿を怪物に変じる、形を変える,huà,h,ua,4,none,N3
仮,"[""反""]",[583],人,6,カ,"[""カ"", ""ケ""]",かり,一時的、正式でない,fǎn,f,an,3,n,N1+
何,"[""口"", ""丁"", ""可""]","[593, 1, 603]",人,7,カ,"[""カ""]",なに、なん,疑問のことば,hé,h,e,2,none,N1+
伽,"[""力"", ""口"", ""加""]","[457, 593, 459]",人,7,カ,"[""カ""]",とぎ,退屈を慰めること,gā,g,a,1,none,N1+
価,[],[],人,8,カ,"[""カ""]",あたい,売り値,sì,s,i,4,none,N1+
佳,"[""土"", ""圭""]","[844, 848]",人,8,カ,"[""カ"", ""カイ""]",,良い、美しい、優れている,jiā,j,ia,1,none,N1
加,"[""力"", ""口""]","[457, 593]",力,5,カ,"[""カ""]",くわ・える,,jiā,j,ia,1,none,N1+
可,"[""丁"", ""口""]","[1, 593]",口,5,カ,"[""カ""]",べし,,kě,k,e,3,none,N1+
嘉,"[""士"", ""力"", ""口"", ""加""]","[967, 457, 593, 459]",士,14,カ,"[""カ""]",よし、よしみ,良い、,jiā,j,ia,1,none,N1+
夏,"[""目"", ""夂""]","[3470, 980]",夂,10,カ,"[""カ"", ""ゲ""]",なつ,大きい,xià,x,ia,4,none,N4
嫁,"[""女"", ""宀"", ""豕"", ""家""]","[1028, 1151, 5106, 1180]",女,13,カ,"[""カ""]",よめ、とつ・ぐ,息子の妻、なすりつける,jià,j,ia,4,none,N1
家,"[""宀"", ""豕""]","[1151, 5106]",宀,10,カ,"[""カ"", ""ケ"", ""ク"", ""コ""]",いえ、や,,jiā,j,ia,1,none,N5
寡,"[""宀"", ""且"", ""八"", ""分"", ""刀""]","[1151, 12, 325, 399, 396]",宀,14,カ,"[""カ""]",すくな・い、やもめ,数が少ない,guǎ,g,ua,3,none,N1
科,"[""千"", ""木"", ""禾"", ""斗""]","[528, 2240, 3649, 2089]",禾,9,カ,"[""カ""]",しな,,kē,k,e,1,none,N4
暇,"[""日"", ""又""]","[2122, 578]",日,13,カ,"[""カ""]",ひま,仕事がなくて余った時間,xiá,x,ia,2,none,N1
果,"[""木"", ""日""]","[2240, 2122]",木,8,カ,"[""カ""]",は・たす,,guǒ,g,uo,3,none,N5
架,"[""力"", ""口"", ""加"", ""木""]","[457, 593, 459, 2240]",木,9,カ,"[""カ""]",か・かる,架け渡す、造る、棚,jià,j,ia,4,none,N1
歌,"[""口"", ""丁"", ""可"", ""哥"", ""人"", ""欠""]","[593, 1, 603, 694, 83, 2595]",欠,14,カ,"[""カ""]",うた、うた・う,節を付けてうたう韻文の総称,gē,g,e,1,none,N4
河,"[""丁"", ""口"", ""可""]","[1, 593, 603]",水,8,カ,"[""カ"", ""ガ""]",かわ,川,hé,h,e,2,none,N1+
火,"[""人""]",[83],火,4,カ,"[""カ""]",ひ,物が燃焼して発する赤いもの,huǒ,h,uo,3,none,N5
珂,"[""王"", ""丁"", ""口"", ""可""]","[3207, 1, 593, 603]",王,9,カ,"[""カ""]",,玉の一種、貝の一種,kē,k,e,1,none,N1+
禍,"[""口"", ""咼""]","[593, 681]",示,13,カ,"[""カ""]",わざわい,災い,huò,h,uo,4,none,N1
禾,"[""千"", ""木""]","[528, 2240]",禾,5,カ,"[""カ"", ""ワ""]",のぎ,穀物、のぎ（穀物の穂先にある針状の毛）,hé,h,e,2,none,N1+
稼,"[""千"", ""木"", ""禾"", ""宀"", ""豕"", ""家""]","[528, 2240, 3649, 1151, 5106, 1180]",禾,15,カ,"[""カ""]",かせ・ぐ,よく実った穀物、生計を立てるために働く,jià,j,ia,4,none,N1
箇,"[""竹"", ""囗"", ""十"", ""口"", ""古"", ""固""]","[3761, 816, 527, 593, 594, 828]",竹,14,カ,"[""カ"", ""コ""]",,物を数える接尾語,gè,g,e,4,none,N1
花,"[""匕"", ""化""]","[508, 509]",艸,7,カ,"[""カ"", ""ケ""]",はな,,huā,h,ua,1,none,N5
苛,"[""丁"", ""口"", ""可""]","[1, 593, 603]",艸,8,カ,"[""カ""]",,,kē,k,e,1,none,N1
茄,"[""力"", ""口"", ""加""]","[457, 593, 459]",艸,8,カ,"[""カ""]",なす,,jiā,j,ia,1,none,N1+
荷,"[""丁"", ""口"", ""可"", ""何""]","[1, 593, 603, 141]",艸,10,カ,"[""カ""]",に,,hé,h,e,2,none,N4
華,[],[],艸,10,カ,"[""カ"", ""ゲ""]",はな,善（よ）い、立派、はなやか,huá,h,ua,2,none,N1
菓,"[""木"", ""日""]","[2240, 2122]",艸,11,カ,"[""カ""]",,,guǒ,g,uo,3,none,N2
蝦,"[""虫"", ""又""]","[4680, 578]",虫,15,カ,"[""カ""]",えび,海老,xiā,x,ia,1,none,N1+
課,"[""言"", ""木"", ""日""]","[4935, 2240, 2122]",言,15,カ,"[""カ""]",,組織の呼び名、割り当てる,kè,k,e,4,none,N1+
嘩,"[""口"", ""華""]","[593, 4502]",口,13,カ,"[""カ"", ""ゲ""]",,かまびすしい,huā,h,ua,1,none,N1+
貨,"[""匕"", ""化"", ""目"", ""貝""]","[508, 509, 3470, 5126]",貝,11,カ,"[""カ""]",,価値のある物、金銭,huò,h,uo,4,none,N4
迦,"[""力"", ""口"", ""加""]","[457, 593, 459]",道-首,8,カ,"[""カ""]",,,jiā,j,ia,1,none,N1+
過,"[""口"", ""咼""]","[593, 681]",道-首,12,カ,"[""カ""]",あやま・ち、す・ぎる,しくじる,guò,g,uo,4,none,N4
霞,"[""雨"", ""又""]","[5816, 578]",雨,17,カ,"[""カ""]",かすみ,,xiá,x,ia,2,none,N1+
蚊,"[""虫"", ""文""]","[4680, 2082]",虫,10,ブン,"[""ブン""]",か,か（動物）,wén,w,en,2,n,N1
俄,"[""戈"", ""我""]","[1781, 1788]",人,9,ガ,"[""ガ""]",にわか,急に,é,,e,2,none,N1+
峨,"[""山"", ""戈"", ""我""]","[1271, 1781, 1788]",山,10,ガ,"[""ガ""]",,高い、険しい,é,,e,2,none,N1+
我,"[""戈""]",[1781],戈,7,ガ,"[""ガ""]",われ,自分,wǒ,w,o,3,none,N2
牙,[],[],牙,4,ガ,"[""ガ"", ""ゲ""]",きば,糸切り歯,yá,y,a,2,none,N1
画,"[""一"", ""由"", ""凵""]","[0, 3304, 389]",凵,8,カク,"[""カク"", ""ガ""]",えが・く,線を引いて区切る、絵を描く、絵,huà,h,ua,4,none,N3
臥,"[""臣"", ""人""]","[4332, 83]",臣,9,ガ,"[""ガ""]",ふ・す,伏す、横になって休む、倒す,wò,w,o,4,none,N1+
芽,"[""牙""]",[3124],艸,8,ガ,"[""ガ""]",め,草木の芽、物事の起こり,yá,y,a,2,none,N1+
蛾,"[""虫"", ""戈"", ""我""]","[4680, 1781, 1788]",虫,13,ガ,"[""ガ""]",,蝶に似た蚕の幼虫,é,,e,2,none,N1+
賀,"[""力"", ""口"", ""加"", ""目"", ""貝""]","[457, 593, 459, 3470, 5126]",貝,12,カ,"[""カ"", ""ガ""]",,祝う、喜ぶ,hè,h,e,4,none,N1+
雅,"[""牙"", ""隹""]","[3124, 5794]",隹,13,ガ,"[""ガ""]",みやび,風流、上品,yǎ,y,a,3,none,N1
餓,"[""艮"", ""良"", ""食"", ""戈"", ""我""]","[4387, 4388, 5957, 1781, 1788]",食,15,ガ,"[""ガ""]",う・える,,è,,e,4,none,N1
駕,"[""力"", ""口"", ""加"", ""馬""]","[457, 593, 459, 6005]",馬,15,カ,"[""カ"", ""ガ""]",,乗り物、馬車,jià,j,ia,4,none,N1+
介,[],[],人,4,カイ,"[""カイ""]",,助ける、仲立ち,jiè,j,ie,4,none,N1
会,"[""二"", ""厶"", ""云""]","[57, 574, 59]",人,6,カイ,"[""カイ"", ""エ""]",あ・う,出合う、集まり,huì,h,ui,4,none,N5
解,"[""用"", ""角"", ""刀"", ""牛""]","[3300, 4926, 396, 3125]",角,13,カイ,"[""カイ"", ""ゲ""]",わか・る、と・く,切り分ける、悟る,jiě,j,ie,3,none,N1+
回,"[""囗"", ""口""]","[816, 593]",囗,6,カイ・エ,"[""カイ・エ""]",まわ・す、めぐ・る,,huí,h,ui,2,none,N4
塊,"[""土"", ""田"", ""儿"", ""厶"", ""鬼""]","[844, 3303, 301, 574, 6102]",土,13,カイ,"[""カイ""]",かたまり,土などの固まったもの,kuài,k,uai,4,none,N1
壊,"[""土"", ""十"", ""衣""]","[844, 527, 4812]",土,16,カイ・エ,"[""カイ・エ""]",こわ・す、こわ・れる,形が崩れる,huài,h,uai,4,none,N1
廻,"[""廴"", ""囗"", ""口"", ""回""]","[1465, 816, 593, 820]",廴,9,カイ,"[""カイ""]",めぐ・る,回る,huí,h,ui,2,none,N1+
快,"[""人"", ""大"", ""夬""]","[83, 994, 998]",心,7,カイ,"[""カイ"", ""ケ""]",こころよ・い,気持ちが良い、喜ばしい,kuài,k,uai,4,none,N3
怪,"[""又"", ""土""]","[578, 844]",心,8,カイ,"[""カイ"", ""ケ""]",あや・しい、あや・しむ,不審な,guài,g,uai,4,none,N3
悔,"[""母"", ""毋"", ""毎""]","[2661, 2660, 2662]",心,9,カイ,"[""カイ"", ""ケ""]",く・いる、く・やむ,非を知って改める,huǐ,h,ui,3,none,N1
恢,"[""厂"", ""人"", ""火""]","[559, 83, 3012]",心,9,カイ,"[""カイ""]",,大きい、広い,huī,h,ui,1,none,N1+
懐,"[""土"", ""十"", ""衣""]","[844, 527, 4812]",心,16,カイ,"[""カイ"", ""エ""]",なつ・かしい、なつ・く、ふところ,心に抱く、思う,huái,h,uai,2,none,N1
戒,"[""廾"", ""戈""]","[1472, 1781]",戈,7,カイ,"[""カイ""]",いまし・める,,jiè,j,ie,4,none,N2
拐,"[""口"", ""刀""]","[593, 396]",手,8,カイ,"[""カイ""]",,かどわかす,guǎi,g,uai,3,none,N1
改,"[""己"", ""夂"", ""攵""]","[1363, 980, 2050]",攵,7,カイ,"[""カイ""]",あらた・める,新しくする、直す,gǎi,g,ai,3,none,N1+
魁,"[""田"", ""儿"", ""厶"", ""鬼"", ""斗""]","[3303, 301, 574, 6102, 2089]",鬼,14,カイ,"[""カイ""]",さきがけ,首領,kuí,k,ui,2,none,N1+
晦,"[""日"", ""母"", ""毋"", ""毎""]","[2122, 2661, 2660, 2662]",日,10,カイ,"[""カイ""]",みそか,,huì,h,ui,4,none,N1+
械,"[""木"", ""廾"", ""戈"", ""戒""]","[2240, 1472, 1781, 1789]",木,11,カイ,"[""カイ""]",,枷（かせ）,xiè,x,ie,4,none,N3
海,"[""母"", ""毋"", ""毎""]","[2661, 2660, 2662]",水,9,カイ,"[""カイ""]",うみ,,hǎi,h,ai,3,none,N5
灰,"[""厂"", ""人"", ""火""]","[559, 83, 3012]",火,6,カイ,"[""カイ""]",はい,,huī,h,ui,1,none,N1+
界,"[""田"", ""介""]","[3303, 91]",田,9,カイ,"[""カイ""]",,,jiè,j,ie,4,none,N1+
皆,"[""匕"", ""比"", ""白""]","[508, 2665, 3428]",白,9,カイ,"[""カイ""]",みな,,jiē,j,ie,1,none,N1
絵,"[""幺"", ""小"", ""糸"", ""二"", ""厶"", ""云""]","[1415, 1230, 3930, 57, 574, 59]",糸,12,エ,"[""エ"", ""カイ""]",え,,huì,h,ui,4,none,N1+
芥,"[""介""]",[91],艸,7,カイ,"[""カイ""]",あくた、ごみ,汚い物、香辛料の名,jiè,j,ie,4,none,N1+
蟹,"[""用"", ""角"", ""刀"", ""牛"", ""解"", ""虫""]","[3300, 4926, 396, 3125, 4930, 4680]",虫,19,カイ,"[""カイ""]",かに,節足動物の名,xiè,x,ie,4,none,N1+
開,"[""門""]",[5689],門,12,カイ,"[""カイ""]",あ・く、ひら・く,門・出入り口など閉じたものを広げあける,kāi,k,ai,1,none,N4
階,"[""匕"", ""比"", ""白"", ""皆""]","[508, 2665, 3428, 3433]",阜,12,カイ,"[""カイ""]",きざはし,表座敷に上る階段、梯子,jiē,j,ie,1,none,N1+
貝,"[""目""]",[3470],貝,7,バイ,"[""バイ""]",かい,,bèi,b,ei,4,none,N1+
凱,"[""山"", ""口"", ""豆"", ""豈"", ""几""]","[1271, 593, 5100, 5101, 380]",几,12,ガイ,"[""ガイ""]",,勝鬨（かちどき）、和らぐ,kǎi,k,ai,3,none,N1+
劾,"[""亠"", ""亥"", ""力""]","[69, 73, 457]",力,8,ガイ,"[""ガイ""]",,罪を調べる、告発する,hé,h,e,2,none,N1
外,"[""夕"", ""卜""]","[985, 543]",夕,5,ガイ,"[""ガイ"", ""ゲ""]",そと、はず・す、ほか,,wài,w,ai,4,none,N5
咳,"[""口"", ""亠"", ""亥""]","[593, 69, 73]",口,9,ガイ,"[""ガイ""]",せき,しわぶき、笑う、兼ねる,ké,k,e,2,none,N1+
害,"[""宀"", ""口""]","[1151, 593]",宀,10,ガイ,"[""ガイ"", ""カツ""]",そこな・う,傷つける、妨げる、災い,hài,h,ai,4,none,N1+
崖,"[""山"", ""厂"", ""土"", ""圭""]","[1271, 559, 844, 848]",山,11,ガイ,"[""ガイ""]",がけ,厂型に切り立ったがけ,yá,y,a,2,none,N1
慨,"[""旡"", ""既""]","[2120, 2121]",心,13,ガイ,"[""ガイ""]",,嘆く,kǎi,k,ai,3,none,N1
概,"[""木"", ""旡"", ""既""]","[2240, 2120, 2121]",木,14,ガイ,"[""ガイ"", ""カイ""]",おおむ・ね,凡（おおよ）そ,gài,g,ai,4,none,N1
涯,"[""厂"", ""土"", ""圭""]","[559, 844, 848]",水,11,ガイ,"[""ガイ""]",,水際（みぎわ）、はて,yá,y,a,2,none,N1
碍,"[""口"", ""石"", ""日"", ""一"", ""寸""]","[593, 3538, 2122, 0, 1214]",石,13,ガイ,"[""ガイ""]",,妨げる,ài,,ai,4,none,N1+
蓋,"[""土"", ""厶"", ""去"", ""皿""]","[844, 574, 575, 3450]",艸,13,ガイ,"[""ガイ""]",ふた、おお・う、けだ・し,,gài,g,ai,4,none,N1
街,"[""彳"", ""土"", ""圭"", ""行""]","[1527, 844, 848, 4801]",行,12,カイ,"[""カイ"", ""ガイ""]",まち,四方に通じる大きな通り,jiē,j,ie,1,none,N1+
該,"[""言"", ""亠"", ""亥""]","[4935, 69, 73]",言,13,ガイ,"[""ガイ""]",,皆、当てはまる、欠ける,gāi,g,ai,1,none,N1
鎧,"[""金"", ""山"", ""口"", ""豆"", ""豈""]","[5534, 1271, 593, 5100, 5101]",金,18,カイ,"[""カイ"", ""ガイ""]",よろい,金属製の防具（皮製は「甲」）,kǎi,k,ai,3,none,N1+
骸,"[""月"", ""骨"", ""亠"", ""亥""]","[2225, 6060, 69, 73]",骨,16,ガイ,"[""ガイ""]",むくろ,脛の骨、骨格、死体、体,hái,h,ai,2,none,N1
浬,"[""日"", ""土"", ""里""]","[2122, 844, 5529]",水,10,リ,"[""リ""]",かいり,海里（距離の単位）,lǐ,l,i,3,none,N1+
馨,"[""士"", ""几"", ""又"", ""殳"", ""丿"", ""木"", ""日"", ""香""]","[967, 380, 578, 2649, 29, 2240, 2122, 6002]",香,20,ケイ,"[""ケイ""]",かおる、かぐわ・しい,澄んだ香がする,xīn,x,in,1,n,N1+
蛙,"[""虫"", ""土"", ""圭""]","[4680, 844, 848]",虫,12,ア,"[""ア"", ""ワ""]",かえる,,wā,w,a,1,none,N1+
垣,"[""土"", ""日"", ""旦"", ""亘""]","[844, 2122, 2123, 63]",土,9,エン,"[""エン""]",かき,,yuán,y,uan,2,n,N1
柿,"[""木"", ""亠"", ""巾"", ""市""]","[2240, 69, 1371, 1372]",木,9,シ,"[""シ"", ""ジ""]",かき,果樹の名,shì,sh,i,4,none,N1
蛎,"[""虫"", ""厂"", ""万""]","[4680, 559, 3]",虫,11,レイ,"[""レイ""]",かき,,lì,l,i,4,none,N1+
鈎,"[""金"", ""勹"", ""厶"", ""勾""]","[5534, 496, 574, 498]",金,12,コウ,"[""コウ"", ""ク""]",かぎ,物に掛け引き寄せるもの,gōu,g,ou,1,none,N1+
劃,"[""刀"", ""田"", ""一"", ""畫""]","[396, 3303, 0, 3335]",刀,14,カク,"[""カク""]",,限る、割く,huà,h,ua,4,none,N1+
嚇,"[""口"", ""土"", ""赤""]","[593, 844, 5190]",口,17,カク,"[""カク""]",おど・す,脅す、怒る,xià,x,ia,4,none,N1+
各,"[""口"", ""夂"", ""攵""]","[593, 980, 2050]",口,6,カク,"[""カク""]",おのおの,,gè,g,e,4,none,N1+
廓,"[""广"", ""亠"", ""口"", ""子"", ""孑"", ""享""]","[1420, 69, 593, 1128, 1129, 76]",广,14,カク,"[""カク""]",くるわ,囲い、大きい,kuò,k,uo,4,none,N1+
拡,"[""广"", ""厶""]","[1420, 574]",手,8,カク,"[""カク""]",,広げる,kuò,k,uo,4,none,N1+
撹,"[""冖"", ""目"", ""儿"", ""見""]","[349, 3470, 301, 4906]",手,15,カク,"[""カク"", ""コウ""]",,かき混ぜる,jiǎo,j,iao,3,none,N1+
格,"[""木"", ""口"", ""夂"", ""攵"", ""各""]","[2240, 593, 980, 2050, 614]",木,10,カク,"[""カク"", ""キャク""]",,正す、至る、地位,gé,g,e,2,none,N1+
核,"[""木"", ""亠"", ""亥""]","[2240, 69, 73]",木,10,カク,"[""カク""]",,果実の心（しん）、物事の中心,hé,h,e,2,none,N1+
殻,"[""土"", ""冖"", ""几"", ""売"", ""又"", ""殳""]","[844, 349, 380, 973, 578, 2649]",殳,11,カク,"[""カク""]",から,表面を覆う固い外皮,qiào,q,iao,4,none,N1+
獲,"[""隹"", ""又""]","[5794, 578]",犬,16,カク,"[""カク""]",え、え・る,外側を囲むようにして捕らえる,huò,h,uo,4,none,N1+
確,"[""口"", ""石"", ""冖"", ""隹""]","[593, 3538, 349, 5794]",石,15,カク,"[""カク""]",たし・か,かたく決まって動かない,què,q,ue,4,none,N1+
穫,"[""千"", ""木"", ""禾"", ""隹"", ""又""]","[528, 2240, 3649, 5794, 578]",禾,18,カク,"[""カク""]",と・る,穀物をとりいれる,huò,h,uo,4,none,N1
覚,"[""冖"", ""目"", ""儿"", ""見""]","[349, 3470, 301, 4906]",見,12,カク,"[""カク""]",おぼ・える、さめ・る,知らなかったことを知る,jué,j,ue,2,none,N3
角,"[""用""]",[3300],角,7,カク,"[""カク""]",かど、すみ、つの,隅、動物の頭部にあるもの,jiǎo,j,iao,3,none,N1
赫,"[""土"", ""赤""]","[844, 5190]",赤,14,カク,"[""カク""]",おど・す,,hè,h,e,4,none,N1
較,"[""車"", ""亠"", ""乂"", ""父"", ""交""]","[5280, 69, 30, 3109, 72]",車,13,カク,"[""カク""]",くら・べる,比べる,jiào,j,iao,4,none,N2
郭,"[""亠"", ""口"", ""子"", ""孑"", ""享""]","[69, 593, 1128, 1129, 76]",邑,11,カク,"[""カク""]",くるわ,,guō,g,uo,1,none,N1
閣,"[""門"", ""口"", ""夂"", ""各""]","[5689, 593, 980, 614]",門,14,カク,"[""カク""]",,,gé,g,e,2,none,N1+
隔,"[""一"", ""口""]","[0, 593]",阜,13,カク,"[""カク""]",へだ・てる,間に物を挟む,gé,g,e,2,none,N1
革,"[""廿"", ""口"", ""十""]","[1473, 593, 527]",革,9,カク,"[""カク""]",かわ,獣類の毛を取り除いた皮,gé,g,e,2,none,N1
学,"[""冖"", ""子""]","[349, 1128]",子,8,ガク,"[""ガク""]",まな・ぶ,,xué,x,ue,2,none,N5
岳,"[""丘"", ""山""]","[16, 1271]",山,8,ガク,"[""ガク""]",たけ,高い山,yuè,y,ue,4,none,N1
楽,"[""冫"", ""白"", ""木""]","[359, 3428, 2240]",木,13,ラク,"[""ラク"", ""ガク""]",たの・しい,,lè,l,e,4,none,N4
額,"[""宀"", ""口"", ""夂"", ""攵"", ""各"", ""自"", ""目"", ""貝"", ""頁""]","[1151, 593, 980, 2050, 614, 4336, 3470, 5126, 5905]",頁,18,ガク,"[""ガク""]",ひたい、ぬか・ずく,額が床に付くほど頭を下げてお辞儀をする,é,,e,2,none,N2
顎,"[""口"", ""二"", ""自"", ""目"", ""貝"", ""頁""]","[593, 57, 4336, 3470, 5126, 5905]",頁,18,ガク,"[""ガク""]",あご,,è,,e,4,none,N1+
掛,"[""土"", ""圭"", ""卜"", ""卦""]","[844, 848, 543, 546]",手,11,カ,"[""カ"", ""ケ""]",か・ける,ひっかける、係,guà,g,ua,4,none,N1
